text,text_summary
" s  
PD LD P MF-NMA 
M TEC W 
Manufacturing Instruction 
 
Making and insulating high voltage coils  
in VPI design 
FA_30337 - AE 
  
Page 22 of 34 
 
Intern / Restricted 
PD LD P MF-NMA M TEC W 
Christoph Schultheiss 
 
 Coil that fall into the criteria:  
- 
Spread width between 165 mm and 180 mm 
- 
Bundle height smaller 31 mm (bonding dimension) 
- 
Bundle width smaller 11 mm (bonding dimension) 
- 
No transverse winding 
can be insulated mechanically through spreading the width to 180 mm with approved Insulation 
heads. 
Spreading is done manually. 
It is important, that the straight coil sides are kept parallel. The coils get bend back after the 
insulation process. (for example: use an original coil as template). 
 The straight coil side has to be in the middle of the insulation ring for the insulation process. 
 Control the tension on the tape before every new set of coils; regulate as necessary. 
 The requirement for the band tension is: 
- 
Insulation machine Mi171 u. Mi261: 
The tension for the first two layers has to be 55 N (± 3 N), every following layer uses a tension 
of 50 N (± 3 N).  
Exception for insulation ring 984: Use a tension of 40 N (± 3 N) for every layer. Every set of 
coils which is insulated with this ring has to be documented. 
- 
Insulation machine Mi155 old / new: 
The tension has to be set to 50 N (± 3 N) in general. 
 Control the tension after 10 coils with a power meter; regulate if necessary. To control the tension it 
has to be measured with an empty and a full roll. The tension has to be in order over the complete 
diameter. 
Exception: self-regulating breaking-system (Mi171 und Mi261) 
Control the tension before every new set of coils; regulate as necessary.  
 If the insulation tape gets damaged (lose or crack of Mica, fraying of the GSGS-carrier, or similar) 
or the coil soars up it is possible, after consultation with the technology department, to reduce the 
tension. The insulation still has to follow the minimal standard for insulation quality (FA_30337; 
point 17) and insulation pattern (pinned at MI171).  
FA_30337/AE/006 Released 2018-02-01
","Manufacturing instruction for high-voltage coils in VPI design. Coil criteria: spread width 165-180mm, bundle height <31mm, bundle width <11mm, no transverse winding. Insulation process: spreading width to 180mm with approved insulation heads, control tension on tape before and after insulation, regulate as necessary."
" s  
PD LD P MF-NMA 
M TEC W 
Manufacturing Instruction 
 
Making and insulating high voltage coils  
in VPI design 
FA_30337 - AE 
  
Page 23 of 34 
 
Intern / Restricted 
PD LD P MF-NMA M TEC W 
Christoph Schultheiss 
 
 Number of layers, overlapping and length have to be concurring with the drawing /parts lists. 
 The uppermost Mica layer has to be out of glass fabric (UL > 4,4 kV). This means only one layer 
(one roll) has to be affixed. 
 The mechanically insulated part of the front side has to reach as far as geometrically possible to 
the coil nose. 
 The gradation of each Mica layers depends on the Insulation order. Following graduations have to 
be followed; length from start/end of the lowest layer to start/end of the uppermost (figure 10). 
Note: 
If it is not possible to maintain the gradation length because of the coil geometry or the gradation 
ends over the end of the connection end insulation (tube or tape), the front side of the coil has to be 
insulated manually after consultation with the technology department. If the coil needs to get 
widened for mechanical insulation, the front side has to be insulated by hand. 
Pay attention that a minimal distance of 30 mm from the straight coil side end (inner side 
yellow tape) to the beginning of the first layer is adhered (figure 10). 
 
figure 10 
 
 
FA_30337/AE/006 Released 2018-02-01
","Manufacturing Instruction: Making and insulating high voltage coils in VPI design. Key requirements include: ensuring correct number of layers, overlapping, and length match drawing/parts lists; using glass fabric for uppermost Mica layer; insulating mechanically to coil nose; following specific graduation lengths; and maintaining a 30mm distance from coil side end to first layer."
" s  
PD LD P MF-NMA 
M TEC W 
Manufacturing Instruction 
 
Making and insulating high voltage coils  
in VPI design 
FA_30337 - AE 
  
Page 24 of 34 
 
Intern / Restricted 
PD LD P MF-NMA M TEC W 
Christoph Schultheiss 
 
6.2 
Insulation using the insulation machine Mi155 
  According to FA 30373 (affects Inv.-no. 611590 and 44204233) 
6.3 
Insulation using the insulation machine Mi171 or Mi261 
 According to FA 30371 (affects Inv.-no. 615783 and 44206546) 
6.4 
Pressure control measure 
 For an optimal slot filling it is necessary to vary the tape overlapping from the data given by the 
parts lists. The minimal overlap length given by the parts lists must not be undershot (Pay attention 
to the overlapping length at the outer side!) 
 The first coil has to be insulated as follows: 
- 
Every Mica-layer has 48 % overlap 
 Check the insulation pressure according to QEAI013. Compare it with the table below.  
- 
Equation for the necessary insulation pressure of the main insulation without AGS (corona 
tape): 
Insulation pressure = slot width according to TRA – 0.7 mm 
 
deviation 
[mm] 
Action 
2+2 insulation 
Every other insulation except 2 + 2 
 
Insulation machine 1 to 4 
Insulation machine 4 
(Inv.-no. 611 590) 
Insulation machine 1,2 und 3 
± 0,2 
No action necessary 
No action necessary 
No action necessary 
> + 0,2 
Reduce mica tape overlaps 
from 48 % to 43 % for every 
layer 
Reduce mica tape overlaps 
from 48 % to 43 % for every 
layer 
Reduce mica tape overlaps 
from 48 % to 43 % for last 
layer 
< - 0,2 
Increase AGS-overlaps from 30 % to 65 % 
Increase mica tape overlaps 
from 48 % to 60 % for last 
layer 
 
 Don’t remove the insulation of the first coil. Only apply the Changes on the following coils. 
6.5 
Front end insulation 
 Number, length and overlaps have to be executed according to the drawing/parts lists. Fix the end 
of the last layer with tape. 
 
FA_30337/AE/006 Released 2018-02-01
","Manufacturing Instruction: Making and insulating high voltage coils in VPI design. Insulation methods include using insulation machines Mi155, Mi171, and Mi261. Pressure control measures are necessary for optimal slot filling, with specific overlap lengths and deviations. Insulation pressure is calculated based on slot width and deviation."
" s  
PD LD P MF-NMA 
M TEC W 
Manufacturing Instruction 
 
Making and insulating high voltage coils  
in VPI design 
FA_30337 - AE 
  
Page 25 of 34 
 
Intern / Restricted 
PD LD P MF-NMA M TEC W 
Christoph Schultheiss 
 
7 
Coil insulation by hand 
Equipment:     
rotatable coil supports (W870408), pressure control unit  
(W840511.010) 
 
Tools: 
Cloth shears, dispenser for adhesive tape, shears, clamps 
7.1 
Hand insulation in general 
 It is allowed to insulate coils by hand even if it’s possible to insulate them mechanically. Connection 
end insulation has to be done according to point 5 (>6,6 kV consult FA30414 Point 3). 
 Splices on mica tape aren’t allowed in the insulation. The splices have to be cut and the tape has to 
be positioned that the tape overlap is min. one tape width. 
FA_30337/AE/006 Released 2018-02-01
","Manufacturing Instruction: Making and insulating high voltage coils in VPI design. Hand insulation by hand with equipment: rotatable coil supports, pressure control unit. Tools: cloth shears, dispenser for adhesive tape, shears, clamps."
" s  
PD LD P MF-NMA 
M TEC W 
Manufacturing Instruction 
 
Making and insulating high voltage coils  
in VPI design 
FA_30337 - AE 
  
Page 26 of 34 
 
Intern / Restricted 
PD LD P MF-NMA M TEC W 
Christoph Schultheiss 
 
7.2 
Insulation connection end 
 Number, length and overlaps have to be executed according to the drawing/parts lists. It is 
important that the mica layer faces the inner coil and every following layer is moved back (figure 
11) by a half band width (+ 5mm). The insulation has to be tightened by hand after every third loop. 
 The last layer of mica tape is hold in place with a plain clamp, until the slot insulation is affixed. The 
already insulated connection ends have to be insulated again until it has an overlapping of min. 
40mm. 
 
figure 11: example for 3 layers front end, voltage level 6,6 kV 
  
 
FA_30337/AE/006 Released 2018-02-01
","Manufacturing instruction for high voltage coils in VPI design. Section 7.2 covers insulation connection end, with specific requirements for number, length, and overlaps of layers, including mica tape and slot insulation."
" s  
PD LD P MF-NMA 
M TEC W 
Manufacturing Instruction 
 
Making and insulating high voltage coils  
in VPI design 
FA_30337 - AE 
  
Page 27 of 34 
 
Intern / Restricted 
PD LD P MF-NMA M TEC W 
Christoph Schultheiss 
 
7.3 
Slot and non-connection end insulation 
 Number, length and overlaps have to be executed according to the drawing/parts lists. It is 
important that the mica layer faces the inner coil. The insulation has to be tightened by hand after 
every third loop. 
 Extra insulation layers for the slot part have to be affixed first (figure12). Every following layer has 
to go all around both slot sides and the non-connection end (figure 12). Pay attention that the 
insulation has a proper overlapping with the already affixed layers, analogous to figure 11. Fix the 
end of the last layer with tape. 
 
figure 12: Example for 4 layers on the slot side, Voltage level 6,6 kV 
 
7.4 
Pressure control measure 
 Check the insulation pressure according to QEAI013. 
- 
Equation for the necessary insulation pressure of the main insulation without AGS: 
Insulation pressure = slot side width according to TRA – 0,7 mm 
 
Deviation [mm] 
Action: 
± 0,2 
No action necessary 
< - 0,2 
Increase Mica Tape overlapping of 
the last layer form 43 % to 60 % 
 If the desired measure cannot be achieved (even if the mica tape overlap was increased), it is 
possible to increase the corona tape overlap from 30% to 65% to achieve it. 
FA_30337/AE/006 Released 2018-02-01
","Manufacturing Instruction for high voltage coils in VPI design. Section 7.3 covers slot and non-connection end insulation, including layering, overlap, and tightening. Section 7.4 discusses pressure control measures, including checking insulation pressure according to QEAI013 and adjusting mica tape overlap to achieve desired levels."
" s  
PD LD P MF-NMA 
M TEC W 
Manufacturing Instruction 
 
Making and insulating high voltage coils  
in VPI design 
FA_30337 - AE 
  
Page 28 of 34 
 
Intern / Restricted 
PD LD P MF-NMA M TEC W 
Christoph Schultheiss 
 
8 
Affix the corona tape (AGS) 
 Affix the corona tape (item 45) according to the drawing/ objects lists by hand or machine. 
 The corona tape has to be added almost wrinkle-free 
o 
the corona tape has to be apply tight and not loose ( 
o 
choose the tape tension (machine or hand) so, that there are no longitudinal folds 
on the tapes under the corona tape 
o 
the corona taping should be almost wrinkle-free   
 Start and end of the corona tape have to be straight (figure 13). 
 Fix the corona tape ends with glue TM 904 (item 57). 
 Pay attention that no corona tape abrasion gets into the insulation. 
 
 
 
figure 13 
 
 
 
 
figure 14 
 
 
 
 
 
figure 15 
 
 
 
figure 16 
FA_30337/AE/006 Released 2018-02-01
","Affix corona tape (item 45) to the coil according to drawing/objects list, ensuring it is wrinkle-free, tight, and without longitudinal folds. Start and end of tape must be straight, and ends must be fixed with glue TM 904 (item 57)."
" s  
PD LD P MF-NMA 
M TEC W 
Manufacturing Instruction 
 
Making and insulating high voltage coils  
in VPI design 
FA_30337 - AE 
  
Page 29 of 34 
 
Intern / Restricted 
PD LD P MF-NMA M TEC W 
Christoph Schultheiss 
 
9 
Affix the overhang corona tape (EGS) 
 Affix the overhang corona tape (item 49) according to the drawing/ objects lists (length is measured 
on the inner side of the coil). 
 Overlaps of 50 % (- 10 %) have to be kept in check. 
 If only one layer of overhang corona tape is needed start at the front end. 
 If the given number of layers is given with a “.5” like 1.5 layers, follow the instruction given in figure 
13 (Starting at the middle, go to the front and then the howl way back). 
 
 
figure 17 
     
FA_30337/AE/006 Released 2018-02-01
","Manufacturing instruction for high voltage coils in VPI design. Task: affix overhang corona tape (EGS) on inner side of coil, ensuring 50% overlap, with optional multiple layers starting from front or middle."
" s  
PD LD P MF-NMA 
M TEC W 
Manufacturing Instruction 
 
Making and insulating high voltage coils  
in VPI design 
FA_30337 - AE 
  
Page 30 of 34 
 
Intern / Restricted 
PD LD P MF-NMA M TEC W 
Christoph Schultheiss 
 
 
10 
Affix the overhang protective tape 
 Affix the overhang protective tape (item 50), with the texture to the outside, according to the 
drawing/ objects lists  
 The method for wrapping the overhang protective tape is shown in figure 18 on the right side. 
 The protective tape must be fastened with tape at the end. 
 
 
 
figure 18 
 
 
 
Application 
technic 
Overhang protective tape 
FA_30337/AE/006 Released 2018-02-01
","Affix overhang protective tape (item 50) to the outside of a high voltage coil in VPI design, following the drawing or object list, using the method shown in figure 18."
" s  
PD LD P MF-NMA 
M TEC W 
Manufacturing Instruction 
 
Making and insulating high voltage coils  
in VPI design 
FA_30337 - AE 
  
Page 31 of 34 
 
Intern / Restricted 
PD LD P MF-NMA M TEC W 
Christoph Schultheiss 
 
11 Insulation quality 
Wrinkle examples (see insulation pattern at Mi171) 
Best  
 
accepted 
 
 
Not accepted 
 
 
 
 
FA_30337/AE/006 Released 2018-02-01
","Manufacturing instruction for high voltage coils in VPI design, with focus on insulation quality and acceptance criteria."
" s  
PD LD P MF-NMA 
M TEC W 
Manufacturing Instruction 
 
Making and insulating high voltage coils  
in VPI design 
FA_30337 - AE 
  
Page 32 of 34 
 
Intern / Restricted 
PD LD P MF-NMA M TEC W 
Christoph Schultheiss 
 
12 Handling of damaged coils 
 Repaired coils (>6,6kV) are not allowed as phase input coils. 
 If the number of damaged coils increases, the technology department needs to be informed and if 
necessary steps undertaken (for example: Surge Voltage testing). 
 Repairs only depend on the sort of damage done to the insulation and not the kind of insulation. 
The repair method is differentiated in three categories: 
 
- 
Top conductor insulation layer damaged but not severed: 
The conductor should be wrapped around the damaged area of min. +/-10mm with one layer 
of yellow duct tape (tape DIN40631-0,060X15-W50-GE). 
- 
Top conductor insulation layer severed: 
The conductor should be wrapped around the damaged area of min. +/-20mm with one layer 
of Mica tape type MIV1FM075 (overlapping 50% (-10%)) or a U-cap made out of MIV1FM160 
is used. Tape ends and the U-cap can be fixed with yellow duct tape as necessary (tape 
DIN40631-0,060X15-W50-GE). 
- 
Both conductor insulation layers severed: 
The conductor should be wrapped around the damaged area of min. +/-30mm with two layers 
of Mica tape type MIV1FM075 (overlapping 50% (-10%)) or a U-cap made out of MIV1FM160 
is used. Tape ends and the U-cap can be fixed with yellow duct tape as necessary (tape 
DIN40631-0,060X15-W50-GE). 
 
FA_30337/AE/006 Released 2018-02-01
","""Handling damaged coils: Repaired coils above 6.6kV are not allowed as phase input coils. If multiple coils are damaged, inform the technology department. Repairs depend on insulation damage type. Three categories: top conductor insulation layer damaged but not severed, top conductor insulation layer severed, and both conductor insulation layers severed. Repair methods include wrapping with yellow duct tape or Mica tape and using U-caps."""
" s  
PD LD P MF-NMA 
M TEC W 
Manufacturing Instruction 
 
Making and insulating high voltage coils  
in VPI design 
FA_30337 - AE 
  
Page 33 of 34 
 
Intern / Restricted 
PD LD P MF-NMA M TEC W 
Christoph Schultheiss 
 
Table of changes 
Index 
Changes 
Date 
A 
Part N, page 3: Accelerator depot omitted. Page 8: “Affix fleece with 
accelerator content” omitted. 
11.01.91 
B 
Part 9, page 19: Speed of winding ring changed. 
26.06.91 
C 
Manufacturing Instruction completely revised. 
31.01.93 
D 
Pages 4, 27, 29, 31, 35, 36, 46: Cutting in the nose/final mica tape layer in 
overhang changed. 
17.06.93 
E 
Pages 4, 5, 7, 10, 12, 13, 14, 16, 27, 29, 35, 37, 40, 41, 42, 50 changed, 
pages 30 and 31 inserted. 
22.03.94 
F 
90° drawing angle omitted if support designed acc. to page 28. 
15.09.98 
AA 
Manufacturing 
Instruction 
completely 
revised. 
CADIM 
change 
index 
introduced. 
09.12.04 
AB 
New: pressure control measure, winding, overlap machine - hand 
10.08.07 
AC 
Insulation by machine coil step width between 165 and 180 mm 
10.03.08 
AD 
Pressure control measure   
23.04.14 
AE 
Part 8 added: 
   The corona tape has to be added almost wrinkle-free 
o 
the corona tape has to be apply tight and not loose ( 
o 
choose the tape tension (machine or hand) so, that there 
are no longitudinal folds on the tapes under the corona 
tape 
o 
the corona taping should be almost wrinkle-free   
 Start and end of the corona tape have to be straight (figure 13). 
 
12.12.17 
 
 
 
 
 
 
 
 
 
 
 
 
FA_30337/AE/006 Released 2018-02-01
","Manufacturing Instruction: High Voltage Coil in VPI Design. Changes include revised manufacturing process, added corona tape requirements, and updated CADIM change index."
" s  
PD LD P MF-NMA 
M TEC W 
Manufacturing Instruction 
 
Making and insulating high voltage coils  
in VPI design 
FA_30337 - AE 
  
Page 34 of 34 
 
Intern / Restricted 
PD LD P MF-NMA M TEC W 
Christoph Schultheiss 
 
The following manufacturing instructions expire 
 
Manufacturing instructions 
 
- 
FA 30337  AD 
 
Manufacturing changing instructions 
 
- 
FE A5E00713160 AB 
- 
FE A5E03919295 AA 
- 
FE A5E32986195 AA 
- 
FE 60356 AC 
 
FA_30337/AE/006 Released 2018-02-01
","Manufacturing instructions for high voltage coils in VPI design, including FA_30337-AE and other related documents."
"FA 30069 - AA 
  
Siemens 
I DT LD P MF-NMA 
M TEC LV 
Fertigungsanweisung 
 
Anfertigen Stdr. Wicklung 1LH4402 
(SIT) 
Blatt 1 von 20 
 
Siemens AG 
 
I DT LD P MF-NMA M TEC LV 
 M.Hetterich  13.02.2014 
 
Verfasser: M.Hetterich 
Abt.: I DT LD P MF-NMA M TEC LV 
Standort:   Nürnberg 
Produktgruppe: Industrie 
Baugruppe: Ständerwicklung 
Technologie: wickeln, träufeln, 
schalten 
Erstausgabe: 13.02.2014 
Ausgabe Datum  13.02.2014 
Änderungsindex: AA 
 
Grundsätzlich gilt: 
 
 
Verbindlich sind immer die entsprechenden Zeichnungen und Objektlisten, sowie die zum Auftrag 
gehörenden Arbeitspapiere. 
 
Änderungen der Fertigungsanweisungen in Bezug auf Materialien und deren Sachnummern werden 
nur dann vorgenommen, wenn sie wegen des Fertigungsverfahrens erforderlich sind. 
 
Die Sicherheitsaspekte dieser Fertigungsanweisung müssen dem Mitarbeiter durch die Abteilung 
mittels einer Unterweisung mitgeteilt werden. 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
  
 
Verteiler: nach Teamcenter 
Freigeber: nach Teamcenter 
 
","Siemens AG FA 30069 - AA Fertigungsanweisung for I DT LD P MF-NMA M TEC LV, produced by M.Hetterich on 13.02.2014."
"FA 30069 - AA 
  
Siemens 
I DT LD TD MF-NMA 
M W TEC 
Fertigungsanweisung 
 
Anfertigen Stdr. Wicklung 1LH4402 
(SIT) 
Blatt 2 von 20 
 
Siemens AG 
 
I DT LD P MF-NMA M TEC LV  
M.Hetterich  13.02.2014 
 
Inhaltsverzeichnis 
1 
Allgemeines zum Anfertigen von Runddraht – Ständerwicklungen.............3 
2 
Spulen wickeln..................................................................................................3 
3 
Spulen einlegen ................................................................................................9 
4 
Wicklung schalten ..........................................................................................17 
5 
Änderungstabelle............................................................................................20 
 
","FA 30069 - AA: Siemens manufacturing instructions for wire coil production, including tables and sections on general guidelines, spool winding, inserting coils, and switching."
"FA 30069 - AA 
  
Siemens 
I DT LD TD MF-NMA 
M W TEC 
Fertigungsanweisung 
 
Anfertigen Stdr. Wicklung 1LH4402 
(SIT) 
Blatt 3 von 20 
 
Siemens AG 
 
I DT LD P MF-NMA M TEC LV  
M.Hetterich  13.02.2014 
 
1 Allgemeines zum Anfertigen von Runddraht – 
Ständerwicklungen  
Diese Anweisung ist eine Ergänzung zu den bestehenden 
Fertigungsanweisungen zum Herstellen von für Runddrahtständer-
wicklungen mit den Besonderheiten der 1LH4402 Wicklung. 
Hierbei sind folgende Fertigungsanweisungen zu beachten: 
FA 30360, FA 30361 und FA 30362  
 
2 Spulen wickeln 
FA 30360 beachten 
 
Besonderheiten: 
 
Windungen abbinden: 
Beim Wickelablauf ist jede Windung mit Abbindeband abzubinden  
Bindeposition siehe Bild 3   
 
Isolierschläuche: 
Isolierschlauchmaterial und Durchmesser nach Stückliste 
 
Isolierschlauchlängen: 
Spulenanfang und Spulenende  
 
 
400 mm lang 
Eingewickelte Spulenverbindung – Übergang 
620 mm lang 
 
Zu wickelnde Spulen: 
Insgesamt sind 72 zusammenhängende Spulen zu wickeln. 
Drahtkombination und Windungszahl nach Arbeitsunterlagen 
Länge Spulenanfang / Ende ca. 500 mm ab Wickelschablone 
 
48 Stück Spulen - jeweils eine kleine und eine große Spule  
     zusammenhängend wickeln Bild 1.1, 1.2, 1.3 und 1.4 
 
24 Stück Spulen - jeweils zwei mittlere Spulen zusammenhängend gewickelt   
     Bild 2.1, 2.2, 2.3 und 2.4   
 
","Siemens AG FA 30069: Production instruction for 1LH4402 coil winding. Includes general guidelines for producing round wire stator windings, specific instructions for FA 30360, FA 30361, and FA 30362, and details on spool winding, insulation, and wire combinations."
"FA 30069 - AA 
  
Siemens 
I DT LD TD MF-NMA 
M W TEC 
Fertigungsanweisung 
 
Anfertigen Stdr. Wicklung 1LH4402 
(SIT) 
Blatt 4 von 20 
 
Siemens AG 
 
I DT LD P MF-NMA M TEC LV  
M.Hetterich  13.02.2014 
 
 
Bild 1.1   48 Stück Wickelschablonen bewickeln =(1 kleiner + 1 großer Spulenschenkel) 
 
Bild 1.2 Fertig gewickelte Spule (kleiner – großer Spulenschenkel) 
  
Wickelreihenfolge 
2       3        1 
Übergang 
","Siemens FA 30069 - AA, Fertigungsanweisung, Anfertigen Stdr. Wicklung 1LH4402, Siemens AG, Bild 1.1, Wickelschablonen, Bild 1.2, Fertig gewickelte Spule."
"FA 30069 - AA 
  
Siemens 
I DT LD TD MF-NMA 
M W TEC 
Fertigungsanweisung 
 
Anfertigen Stdr. Wicklung 1LH4402 
(SIT) 
Blatt 5 von 20 
 
Siemens AG 
 
I DT LD P MF-NMA M TEC LV  
M.Hetterich  13.02.2014 
 
 
Bild 1.3 Lage - Übergang 1 
 
Bild 1.4 Fertig gewickelte Spule  
Übergang 
Kleiner 
Spulenschenkel 
Großer 
Spulenschenkel 
","Siemens FA 30069 - AA, Fertigungsanweisung, Anfertigen Stdr. Wicklung 1LH4402, Siemens AG, I DT LD P MF-NMA M TEC LV, M.Hetterich, 13.02.2014."
"FA 30069 - AA 
  
Siemens 
I DT LD TD MF-NMA 
M W TEC 
Fertigungsanweisung 
 
Anfertigen Stdr. Wicklung 1LH4402 
(SIT) 
Blatt 6 von 20 
 
Siemens AG 
 
I DT LD P MF-NMA M TEC LV  
M.Hetterich  13.02.2014 
 
 
Bild 2.1  24 Stück Wickelschablonen bewickeln = 2 mittlere Spulen 
 
Bild 2.2 Fertig gewickelte Spule (mittlere – mittlere Spule) 
Wickelreihenfolge 
2       3        1 
Übergang 
","Siemens AG FA 30069 - AA instructions for manufacturing a product, including diagrams and specifications."
"FA 30069 - AA 
  
Siemens 
I DT LD TD MF-NMA 
M W TEC 
Fertigungsanweisung 
 
Anfertigen Stdr. Wicklung 1LH4402 
(SIT) 
Blatt 7 von 20 
 
Siemens AG 
 
I DT LD P MF-NMA M TEC LV  
M.Hetterich  13.02.2014 
 
 
Bild 2.3 Lage - Übergang   
 
Bild 2.4  Fertig gewickelte Spule   
Übergang 
Mittlerer 
Spulenschenkel 
Mittlerer 
Spulenschenkel 
","Siemens AG FA 30069 - AA, Siemens AG, I DT LD TD MF-NMA, M W TEC, Fertigungsanweisung, Anfertigen Stdr. Wicklung 1LH4402, Bild 2.3 Lage - Übergang, Bild 2.4 Fertig gewickelte Spule, Übergang, Mittlerer Spulenschenkel."
"FA 30069 - AA 
  
Siemens 
I DT LD TD MF-NMA 
M W TEC 
Fertigungsanweisung 
 
Anfertigen Stdr. Wicklung 1LH4402 
(SIT) 
Blatt 8 von 20 
 
Siemens AG 
 
I DT LD P MF-NMA M TEC LV  
M.Hetterich  13.02.2014 
 
 
Bild 3  jede Windung separat abbinden während des Wickelablaufes 
  
 
 
 
 
 
 
 
 
 
 
 
 
Beim Wickelablauf 
jede Windung hier 
abbinden 
","FA 30069 - AA, Siemens, manufacturing instruction, Siemens AG, 13.02.2014."
"FA 30069 - AA 
  
Siemens 
I DT LD TD MF-NMA 
M W TEC 
Fertigungsanweisung 
 
Anfertigen Stdr. Wicklung 1LH4402 
(SIT) 
Blatt 9 von 20 
 
Siemens AG 
 
I DT LD P MF-NMA M TEC LV  
M.Hetterich  13.02.2014 
 
3 Spulen einlegen 
Die Spulen sind nach Arbeitsunterlagen – Schaltbild stromverdrängungsarm 
einzulegen. Hierbei sind die Fertigungsanweisungen FA 30361 und 30362 
zu beachten 
Einlegeschema KO – Wicklung (mit offenen Nutsprung) 
Einlegeablauf einer 3+3 Spulengruppe: 
Æ Großer Spulenschenkel Æ mittlerer Spulenschenkel Æ kleiner Spulenschenkel 
(erste   3 -fach Spule) 
 
Æ kleiner Spulenschenkel Æ mittlerer Spulenschenkel Æ Großer Spulenschenkel 
(zweite 3 -fach Spule) 
  
Die Bilder 4 bis 11 zeigen das Einlegen der ersten zwei 3- fach Spulen mit 
offenen Nutsprung. 
Unterschicht: 
In der Unterschicht sind die Windungen der zwei Teilspulen in der Nut 
übereinander zu schichten, eine Trennung der Windung ist nicht erforderlich. 
 
Oberschicht: 
In der Oberschicht sind die Windungen mit Zwischenschiebern zu trennen. 
Der Nutaufbau bzw. welche Windungen zu trennen sind ist aus der Tabelle 
Bild 12 und 12.1 ersichtlich. 
 
Bild 15 teileingelegte Wicklung mit hochgebundenen Sprungspulen  
 
3.1  
 Spulenschenkel binden  
 
 Auf der Schalt- und Nichtschaltseite sind die Spulenschenkel mit GSGW 
 Band nach Bild 13 zu binden 
 
3.2 
Spulenenden binden 
 
Die Spulenanfänge und Enden (je 6 Stück) sind mit GSGW Band 
zusammenzubinden 
Bild 14 
 
 
  
","Siemens FA 30069 - AA: Fertigungsanweisung for manufacturing a 3+3 spulengruppe. Spulen einlegen according to Arbeitsunterlagen, Schaltbild, and Fertigungsanweisungen FA 30361 and 30362. Einlegeschema KO - Wicklung with offenen Nutsprung."
"FA 30069 - AA 
  
Siemens 
I DT LD TD MF-NMA 
M W TEC 
Fertigungsanweisung 
 
Anfertigen Stdr. Wicklung 1LH4402 
(SIT) 
Blatt 10 von 20 
 
Siemens AG 
 
I DT LD P MF-NMA M TEC LV  
M.Hetterich  13.02.2014 
 
 
Bild 4  Vorbereiten erste Spule, Spulen von Spulenbündel nehmen und um 180° drehen,  
(große und kleine Spule) Spulen gemeinsam durchrunden und kleine Spule nach rechts 
ausklappen 
 
Bild 5  erste Teilspule einlegt  
Große Spule einlegen und kleine Spule an den Haken hängen, Lage – Übergang beachten 
",Siemens AG FA 30069 - AA. Instructions for manufacturing a coil.
"FA 30069 - AA 
  
Siemens 
I DT LD TD MF-NMA 
M W TEC 
Fertigungsanweisung 
 
Anfertigen Stdr. Wicklung 1LH4402 
(SIT) 
Blatt 11 von 20 
 
Siemens AG 
 
I DT LD P MF-NMA M TEC LV  
M.Hetterich  13.02.2014 
 
 
Bild 6  zweite Teilspule einlegt, wird auf erste Teilspule gelegt, anschließend abkröpfen 
 
Bild 7  mittlere Spule eingelegt  
","Siemens FA 30069 - AA, production instructions for manufacturing a coil, with steps including inserting the second half of the coil onto the first half and then trimming it."
"FA 30069 - AA 
  
Siemens 
I DT LD TD MF-NMA 
M W TEC 
Fertigungsanweisung 
 
Anfertigen Stdr. Wicklung 1LH4402 
(SIT) 
Blatt 12 von 20 
 
Siemens AG 
 
I DT LD P MF-NMA M TEC LV  
M.Hetterich  13.02.2014 
 
 
Bild 8  kleine Spule eingelegt, anschließend wird die Zwischenlage eingeklebt und die 
anhängend gewickelte 3 fach Spule eingelegt Einlegefolge kleine, mittlere und große Spule 
 
Bild 9 Zwischenlage eingeklebt und kleine Spule eingelegt von der zweiten 3-fach Spule 
eingelegt 
","Siemens FA 30069 - AA, Fertigungsanweisung for Siemens AG, dated 13.02.2014."
"FA 30069 - AA 
  
Siemens 
I DT LD TD MF-NMA 
M W TEC 
Fertigungsanweisung 
 
Anfertigen Stdr. Wicklung 1LH4402 
(SIT) 
Blatt 13 von 20 
 
Siemens AG 
 
I DT LD P MF-NMA M TEC LV  
M.Hetterich  13.02.2014 
 
 
 Bild 10 mittlere Spule eingelegt 
 
Bild 11 erste Spulengruppe 3+3 vollständig eingelegt 
 
","FA 30069 - AA, Siemens, manufacturing instruction, coil winding, Spule, Spulengruppe, Siemens AG, M.Hetterich, 13.02.2014."
"FA 30069 - AA 
  
Siemens 
I DT LD TD MF-NMA 
M W TEC 
Fertigungsanweisung 
 
Anfertigen Stdr. Wicklung 1LH4402 
(SIT) 
Blatt 14 von 20 
 
Siemens AG 
 
I DT LD P MF-NMA M TEC LV  
M.Hetterich  13.02.2014 
 
 
Bild 12 Nutaufbau - Trennung der Windung in der Oberschicht 
","Siemens FA 30069 - AA, Siemens AG, manufacturing instructions, part 14 of 20, Nutaufbau, windung, Oberschicht, separation."
